apogee_id,period (days)
2M05351579-6356578,1.0
2M05351733-0605159,1.06
2M05351822-0517449,1.03
2M05351950-0547457,1.68
2M05351983-0515089,1.01
2M05352056-0520431,1.42
2M05352151-0450451,1.01
2M05352170+2620582,1.0
2M05352193-0551071,1.02
2M05352216+0953586,1.01
2M05352238-0620436,1.83
2M05352352-0518571,1.0
2M05352353-6334319,1.0
2M05352403+2638181,1.0
2M05352445-0526314,1.34
2M05352533+1031034,1.0
2M05352561+1011005,1.0
2M05352709-0645484,1.0
2M05352814-0510138,1.04
2M05353023-5523220,1.05
2M05353057-0551554,1.0
2M05353092-0525236,1.26
2M05353106-0504150,1.0
2M05353154-0540278,1.0
2M05353168-0530041,1.0
2M05353175-7929504,1.0
2M05353181-0606294,1.11
2M05353194+2632295,1.59
2M05353198-0559415,1.0
2M05353213+2655029,1.02
2M05353560-0515432,1.0
2M05353572-6327247,1.0
2M05354040-6352491,1.0
2M05354081-0521418,1.02
2M05354293+2719046,1.16
2M05354460-5602096,1.0
2M05354593-0625591,1.0
2M05354661-0522243,1.0
2M05354703-6321471,1.0
2M05354799-0601346,1.06
2M05354894+3235532,1.0
2M05355043-6702417,1.02
2M05355074-6332350,1.0
2M05355175-7549186,1.0
2M05355585+0956217,1.01
2M05355717+2626393,1.62
2M05355784-0623444,1.01
2M05355825+0931541,1.0
2M05360208-7629533,1.69
2M05360242-5508062,1.0
2M05360270+2616059,1.96
2M05360351+2609571,1.0
2M05360361-0414177,1.0
2M05360417-6613435,1.5
2M05360516-0625254,1.0
2M05360949-0618363,1.0
2M05361026-6400335,1.27
2M05361231-6557237,1.09
2M05361278-6638121,1.0
2M05361501-0538525,1.02
2M05361692+4446119,1.17
2M05361974-0548236,1.84
2M05362082-5548234,1.0
2M05362109-0617172,1.0
2M05362140-0645366,1.01
2M05362183-0626020,1.07
2M05362282+2716583,1.0
2M05362810-0644326,1.55
2M05362962+0937542,1.01
2M05363005-6406077,1.0
2M05363023-0642460,1.0
2M05363075-6404001,1.03
2M05363095-0627139,1.58
2M05363187-6318387,1.0
2M05363814-7613088,1.0
2M05364485-6649084,1.01
2M05365018+1033374,1.04
2M05365362-6309204,1.0
2M05365545-6340367,1.67
2M05370010-0633273,1.37
2M05370570-6340045,1.0
2M05370690+4651312,1.4
2M05370810-7631321,1.0
2M05370970-6027485,1.0
2M05371187-6315416,1.33
2M05371401-0703412,1.0
2M05371551-0659037,1.19
2M05371582-0715015,1.0
2M05371930+0857066,1.01
2M05372011-0511496,1.02
2M05372249-6341127,1.0
2M05372447-0658329,1.0
2M05372735-0556182,1.47
2M05373066-0656063,1.0
2M05373676-0456029,1.59
2M05373898-0645154,1.0
2M05374018-7552470,1.0
2M05374101-6743165,1.02
2M05374766-7626173,1.12
2M05374949-0757532,1.02
2M05375139-6605588,1.0
2M05375905-0658463,1.0
2M05380375+4612320,1.33
2M05380385-6750037,1.0
2M05380395+4434550,1.0
2M05380417-0722044,1.0
2M05380421-0515274,1.0
2M05380697-6037087,1.28
2M05380765-0745137,1.14
2M05381075-6003329,1.28
2M05381345-0706433,1.57
2M05381410-6412335,1.0
2M05381565-6749038,1.0
2M05381898+4445455,1.01
2M05381954-0607588,1.0
2M05382348-0704447,1.0
2M05382388-0707389,1.0
2M05382620-6333377,1.67
2M05382629-6751432,1.0
2M05382679-0650553,1.0
2M05382850-0710001,1.0
2M05383060-0701436,1.08
2M05383198-6355446,1.01
2M05383382-0717029,1.0
2M05383472-0609499,1.0
2M05383796-0634262,1.92
2M05383971-0828154,1.48
2M05384093-6800214,1.0
2M05384174+0914342,1.18
2M05384303+0955498,1.0
2M05384384-0658222,1.02
2M05384719+1108063,1.01
2M05384774-6737195,1.0
2M05384782-0744327,1.0
2M05384785-7634541,1.26
2M05385149-0801275,1.21
2M05385173-5953523,1.04
2M05385820-6408500,1.0
2M05385880-0659106,1.01
2M05390160-6728009,1.0
2M05390176+4603074,1.47
2M05390239-0511401,1.0
2M05390251+3114129,1.0
2M05390398+4452586,1.4
2M05390773-6358465,1.44
2M05390827-6809394,1.0
2M05391387-6337138,1.24
2M05391503-6327270,1.0
2M05391572-6722086,1.0
2M05391741-6343397,1.03
2M05391862-0700086,1.0
2M05392147-0723300,1.01
2M05393048+5120076,1.39
2M05393096-6044045,1.0
2M05393193-6404542,1.0
2M05393247-7601591,1.06
2M05393482-6749345,1.0
2M05393487-7634490,1.0
2M05393604-7958391,1.85
2M05393885-0710362,1.0
2M05394145+5112095,1.01
2M05394189-0732207,1.99
2M05394575-8551565,1.0
2M05394622-6750471,1.03
2M05394841-6333199,1.0
2M05395344-6409265,1.0
2M05395729-6721433,1.0
2M05400284-6810249,1.0
2M05400654-0723586,1.0
2M05400745-6313438,1.27
2M05400788-6406391,1.0
2M05400814-6725391,1.36
2M05401379-0732159,1.0
2M05401636-6808056,1.0
2M05401694+4427124,1.14
2M05401740-5942544,1.0
2M05401920-6238517,1.17
2M05402031-0756249,1.23
2M05402048-6422081,1.0
2M05402223-6352069,1.0
2M05402365-6353030,1.0
2M05402381-6038399,1.0
2M05402462-6103017,1.0
2M05402496-0755353,1.0
2M05402621-8003091,1.0
2M05403287+3311244,1.0
2M05403311-6407117,1.0
2M05403942-6055054,1.0
2M05404247-6704005,1.31
2M05404356-7640382,1.26
2M05404417-0745096,1.0
2M05404467-0729544,1.38
2M05404582-5940238,1.84
2M05404934-6404497,1.0
2M05405393-6311434,1.0
2M05405403-6044146,1.0
2M05405517-6316059,1.0
2M05410178-6724373,1.0
2M05410444-6111078,1.48
2M05410965+3243382,1.11
2M05411070-0738454,1.0
2M05411178-6738521,1.0
2M05411231-6034467,1.01
2M05411332-6036323,1.48
2M05411399+3253526,1.0
2M05411486-6021115,1.0
2M05411633-0735362,1.0
2M05411685-0731256,1.0
2M05412040+2947055,1.91
2M05412096+2929148,1.93
2M05412239-0656066,1.91
2M05412500-0422381,2.7
2M05412574-6252421,1.0
2M05412587-8624143,1.44
2M05412620+2821126,1.0
2M05412627-5946019,1.0
2M05412730-5932497,1.34
2M05412978-6027124,1.0
2M05413007-6258540,1.69
2M05413084-6802502,1.0
2M05413441-6800318,1.0
2M05413861+2827240,2.02
2M05414021+4533572,1.0
2M05414350+4516277,1.26
2M05414428-6729021,1.29
2M05414773+4657158,1.4
2M05415134-0751483,1.01
2M05415236-7600304,1.0
2M05415332+4628291,1.4
2M05415955-6720361,1.03
2M05420356-6044282,1.0
2M05420573-6013396,1.45
2M05420599-0519069,1.71
2M05420757+4603408,1.4
2M05421013+5321282,1.0
2M05421020-8537429,1.21
2M05421489-6346119,1.0
2M05421601-7643303,1.12
2M05421958-7831326,1.0
2M05422866-8659258,1.0
2M05422883-6116338,1.0
2M05422973-6328324,1.33
2M05423074-8555284,1.0
2M05423279-6248205,1.0
2M05424045-0649352,1.0
2M05424055-7958170,1.01
2M05424358-6752050,1.0
2M05424387-6739164,1.01
2M05424461-7547030,1.0
2M05425983+4451052,1.8
2M05430202-6052058,1.47
2M05430784-6335393,1.22
2M05430807-6305311,1.0
2M05431996+2757575,1.15
2M05433242-6818518,1.03
2M05433562+1209060,1.05
2M05433935-7055452,1.94
2M05434418-6733122,1.0
2M05434567-7851088,1.01
2M05434859-6827197,1.0
2M05435353-6107414,1.0
2M05440089+1111467,1.0
2M05440492+5255510,1.0
2M05440720-8713293,1.01
2M05440760-6339549,1.0
2M05441770-6701167,1.0
2M05441975-7131537,1.43
2M05442116+2743534,1.0
2M05442201+4431326,1.03
2M05442410-6710586,1.0
2M05442771-6338361,1.0
2M05442788+5132230,1.02
2M05442994-5927479,1.0
2M05443874-7045252,1.55
2M05444378-6256126,1.0
2M05444424-7113590,1.0
2M05444945-6308304,1.02
2M05445058-6729405,1.02
2M05445219+1130593,1.0
2M05445322-7112584,1.0
2M05450200-6004071,1.04
2M05450217-6735204,1.0
2M05450316-6405234,1.0
2M05450475-6733461,1.0
2M05450518-7039332,1.01
2M05450812-6055048,1.0
2M05450822-5933169,1.32
2M05451197+4444052,1.64
2M05451233-6255007,1.09
2M05451250-6754285,1.0
2M05451894-6800426,1.0
2M05452339+2829265,1.0
2M05452938-6827249,1.02
2M05453132-7127168,1.0
2M05453154-6304073,1.0
2M05453348-6354023,1.76
2M05453437+2821490,1.37
2M05453652+3010038,1.92
2M05453725-6306210,1.0
2M05454294-7032133,1.05
2M05454412-7135397,1.0
2M05454417-6657185,1.0
2M05454535-6046011,1.8
2M05454563+5244163,1.39
2M05454605-7108329,1.0
2M05454734-5945386,1.03
2M05454972+3008464,1.0
2M05455459-6758209,1.0
2M05455705-7106563,1.53
2M05455752-6656218,1.0
2M05455918-6409531,1.0
2M05460413-7044583,1.49
2M05460562+2911311,1.0
2M05460628-8622494,1.0
2M05460633-7037515,1.15
2M05461179-6114454,1.1
2M05461457-6734069,1.03
2M05461899+2936370,1.0
2M05461978-6309449,1.0
2M05462028-6006203,1.01
2M05462078+2828252,1.1
2M05462419+1231145,1.0
2M05462501-7102083,1.0
2M05463200-7027174,1.0
2M05463863+5320072,1.0
2M05464157-7111308,1.0
2M05464438+2742184,1.09
2M05464614-6727015,1.0
2M05464709-7113379,1.0
2M05464755-7136126,1.0
2M05464759-6019416,1.01
2M05465074-6316190,1.09
2M05465259-6829365,1.67
2M05465352-6002283,1.0
2M05465424-6110019,1.0
2M05465975-7136344,1.0
2M05465979-7146022,1.01
2M05470395-6356237,1.0
2M05470435+2813447,1.31
2M05471317-7054159,1.0
2M05471426+2837261,1.29
2M05471478-7105063,1.0
2M05472218+2759050,1.02
2M05472771-6028152,1.0
2M05473138-6359562,1.39
2M05473722-7028256,1.0
2M05474237-6038346,1.0
2M05475399-7852069,1.0
2M05480111-5956581,1.0
2M05480207+1225064,1.01
2M05480225+1105239,1.01
2M05480324-8613427,1.0
2M05480496-6101075,1.0
2M05480586-7051568,1.0
2M05480810-7023223,1.0
2M05480868+4513333,1.38
2M05481146-7059547,1.0
2M05481767-6324203,1.05
2M05481902+1257499,1.01
2M05482221-6337064,1.22
2M05482243+4555446,1.06
2M05482272+1102406,1.0
2M05483038-6059464,1.0
2M05483652-7136485,1.0
2M05484133+2819285,1.0
2M05484407-6101315,1.0
2M05484886+2836509,1.78
2M05485281-8526091,1.0
2M05485334+5318320,1.02
2M05485503-5936443,1.0
2M05485747+2519198,1.0
2M05485759+1123378,1.19
2M05490582-6032460,1.0
2M05490605+2821553,1.04
2M05490737+3002444,1.29
2M05491102-7149026,1.44
2M05491220+1209038,1.0
2M05491308-6739521,1.0
2M05491716-7113075,1.0
2M05491848-8003389,1.18
2M05492656-7027055,1.0
2M05493104-7018549,1.0
2M05493279-6748228,1.0
2M05493362+2911148,1.45
2M05493518+2811360,1.0
2M05493963-5942348,1.77
2M05494023-6058014,1.14
2M05494393+1119185,1.0
2M05494667-6048200,1.04
2M05495459+2808249,1.0
2M05495497-7122182,1.0
2M05495914-6717120,1.0
2M05500944-7915549,1.45
2M05501988-6737175,1.0
2M05502380-6054535,1.5
2M05502664-7051359,1.47
2M05502771+2530392,1.07
2M05502984+1323001,1.0
2M05503002-7143214,1.41
2M05503565-6742391,1.03
2M05503710+2818182,1.0
2M05503781+1231224,1.0
2M05504270-7029214,1.0
2M05504316+2808440,1.11
2M05504602-7022400,1.0
2M05504726-7121581,1.38
2M05504952-7047227,1.44
2M05505451-7034505,1.0
2M05510400+1101193,1.0
2M05510841-6004178,1.43
2M05510933-7011514,1.01
2M05511192-7104588,1.0
2M05511303-8547087,1.0
2M05511411-6724026,1.54
2M05511473-6040564,1.98
2M05511504-7914220,1.01
2M05512078-7017095,1.32
2M05512624-6723270,1.0
2M05512634-7028458,1.19
2M05512710+1217026,1.12
2M05513384-6713306,1.03
2M05514083-7948516,1.0
2M05514504-7044350,1.0
2M05515257-7103101,1.0
2M05515465-6815028,1.0
2M05515524-7104431,1.0
2M05515735+5247013,1.03
2M05520415-8604303,1.0
2M05520620+5308234,1.04
2M05520693+2922401,1.0
2M05521536+1252420,1.0
2M05521907+2907381,1.38
2M05523028-6811255,1.05
2M05523309-7027352,1.0
2M05523775+2517264,1.25
2M05523957-6740499,1.55
2M05524061-6753541,1.0
2M05524756-7047593,1.0
2M05525247+5151272,1.0
2M05525553+5246365,1.03
2M05525951-7131014,1.0
2M05530030-7011022,1.0
2M05530074+2555107,1.49
2M05530144+2434316,1.4
2M05530230-6753386,1.0
2M05530948+2654242,1.31
2M05531443-7129085,1.0
2M05532368+1231069,1.46
2M05532403+5151322,1.39
2M05533166+5105059,1.26
2M05533489+1244351,1.38
2M05533918-7943080,1.01
2M05534589+5233070,1.0
2M05534744-7013060,1.0
2M05535887-7038497,1.05
2M05540263-7043130,1.35
2M05540516+1210366,1.0
2M05540878-7144319,1.0
2M05543226+1145474,1.01
2M05543665+1129078,1.01
2M05543979-7957010,1.08
2M05545148-7030325,1.43
2M05551442-7948383,1.01
2M05551865-7106200,1.0
2M05551886-7111581,1.0
2M05552180-7107509,1.01
2M05552587+5220240,1.02
2M05552774-6802571,1.01
2M05553439+2548056,1.01
2M05553663+3042408,1.35
2M05553867+3039015,1.04
2M05553914-7012531,1.12
2M05554460-7123598,1.48
2M05554544+2528072,1.0
2M05555193-7915416,1.04
2M05555221-7115358,1.0
2M05555416+3045141,1.72
2M05555633+5224256,1.03
2M05561659-7249028,1.5
2M05563004-7126434,1.0
2M05564053+2424581,1.04
2M05564624-7054455,1.0
2M05565481-7855234,1.59
2M05565489-7320334,1.5
2M05570765-8639404,1.38
2M05570937+3027112,1.0
2M05571307-7126191,1.44
2M05571443+3124312,1.18
2M05573385+1342286,1.36
2M05574620+2510194,1.24
2M05574981-7048082,1.0
2M05575075-7238008,1.49
2M05580085-8546269,1.0
2M05580390+1421351,1.04
2M05581048+1315140,1.0
2M05581113+3152383,1.59
2M05581222-6620235,1.01
2M05581782-8633581,1.0
2M05581919+2612108,1.0
2M05582262-7048526,1.44
2M05582572+1405059,1.04
2M05583583+1401381,1.0
2M05583893+1309466,1.23
2M05585537-7944365,1.01
2M05591446+1356039,1.15
2M05591454+1254191,1.23
2M05592249+1344072,1.03
2M05592549-6642084,1.01
2M05593050+3038112,1.37
2M05593198-8601522,1.0
2M05593798+1353125,2.06
2M05595137-7217466,1.5
2M06000314+3055456,1.09
2M06001327+1408224,1.31
2M06002013-7100596,1.0
2M06002245+2519384,1.24
2M06003723-6613407,1.0
2M06004219+3220571,1.59
2M06004481-7244384,1.5
2M06005313-6655481,1.0
2M06005421-6345560,1.0
2M06005883-6658525,1.5
2M06010117+3214538,1.32
2M06010333-7132352,1.29
2M06010798+3152329,1.0
2M06012900+1307536,1.01
2M06015351-6552390,1.02
2M06020293-7127115,1.14
2M06020302+2453156,1.01
2M06020335-6601057,1.0
2M06020371-7045200,1.0
2M06020559-6331397,1.0
2M06020640-7924006,1.01
2M06020961-7233155,1.5
2M06020996-6332432,1.0
2M06022375+3101021,1.03
2M06022609-7316534,1.5
2M06022829+3109354,1.0
2M06022853+7504174,1.39
2M06023883+1240165,1.0
2M06024075-6332521,1.0
2M06024420+3102431,1.18
2M06025069-6316340,1.44
2M06025080+2319496,1.0
2M06025284-6925517,1.0
2M06025512+3108378,1.0
2M06025551-6702035,1.0
2M06025742+3034124,1.29
2M06030376-7334324,1.01
2M06030483+1235519,1.15
2M06031791+3202461,1.22
2M06032223-6358332,1.0
2M06032822-6605083,1.01
2M06035108-6556438,1.01
2M06035620-6330062,1.0
2M06035707-5337513,1.02
2M06035834-8555331,1.79
2M06040221-6355230,1.0
2M06041425-6411489,1.0
2M06041906+1401010,1.0
2M06042186-6951240,1.0
2M06042453-6344279,1.0
2M06042628+1416414,1.15
2M06042717+3100414,1.47
2M06043447+1406371,1.0
2M06043559-6355483,1.5
2M06044314+3058581,1.09
2M06044824-5350592,1.02
2M06044866-6331363,1.0
2M06050272-6357165,1.0
2M06050316-5401160,1.04
2M06050538-5305467,1.0
2M06050921-5333569,1.0
2M06050976-7240352,1.0
2M06051550+3045489,1.22
2M06051617-6339058,1.0
2M06051645+1318594,1.8
2M06051831-5351078,1.11
2M06051923-6918372,1.0
2M06052135-5358350,1.47
2M06052163+3050508,1.03
2M06052385-6305240,1.0
2M06052570-6345225,1.0
2M06052690+7514016,1.01
2M06052829+1339138,1.0
2M06053103-6306189,1.0
2M06053267-7244130,1.5
2M06053562-7209531,1.01
2M06053705-6719266,1.63
2M06053925-7006146,1.02
2M06054397-7217483,1.0
2M06054680-7342031,1.86
2M06055186+1910033,1.1
2M06055681+1917131,1.47
2M06060096-8653409,1.0
2M06060180+2330515,1.0
2M06060733-5357133,1.04
2M06061338-5304533,1.07
2M06061465-6617213,1.01
2M06061481-6532551,1.01
2M06061569+3159492,1.83
2M06062014-6351504,1.0
2M06062037-6915297,1.02
2M06062716+1453340,1.89
2M06062808+1832096,1.0
2M06062876+1314318,1.65
2M06062902+1349573,1.0
2M06062922+1410524,1.0
2M06062941+2424467,1.01
2M06063526+1253200,1.38
2M06064175-5404003,1.02
2M06064175-5419307,1.1
2M06064221+2006180,1.04
2M06064279+3129067,1.07
2M06064874+7430287,1.37
2M06065733-6300367,1.0
2M06071594-7229044,1.5
2M06072555+3012224,1.25
2M06072597-5422147,1.0
2M06072940-5243375,1.45
2M06073042+2333063,1.06
2M06073116+2423208,1.46
2M06073388+2344206,1.13
2M06073460-6328142,1.0
2M06073731+3134393,1.87
2M06073814-6422105,1.0
2M06074260-6913560,1.0
2M06074340-5239315,1.0
2M06074938-6531490,1.5
2M06074990+1435491,1.35
2M06075280-6417424,1.0
2M06075484+2423424,1.0
2M06080116+1326140,1.0
2M06080483+2344167,1.0
2M06080740-8611069,1.0
2M06080763-5313518,1.07
2M06081064-6318279,1.0
2M06081093+1411414,1.63
2M06081105+2351400,1.19
2M06081470-6259268,1.0
2M06081590+2440209,1.0
2M06082662+1342379,1.0
2M06082805-6320195,1.0
2M06082831-6402248,1.0
2M06083038-5343571,1.01
2M06083210-7308536,1.5
2M06083296+2408164,1.0
2M06083659-5323014,1.0
2M06084095+2451099,1.0
2M06084249-6343297,1.0
2M06084313-5411164,1.0
2M06084868-5351449,1.09
2M06084960-6302331,1.09
2M06085746-6900179,1.0
2M06090045-5356497,1.92
2M06090232+2530458,1.04
2M06090444+2412441,1.02
2M06090650+2413499,1.04
2M06091559+2425096,1.04
2M06092013+2434491,1.0
2M06092252-5410588,1.0
2M06092842-6305095,1.0
2M06093356-6303131,1.0
2M06093435-7018035,1.02
2M06095119+2413324,1.0
2M06095196-6428241,1.0
2M06095350-6327332,1.0
2M06095563+2417454,1.03
2M06095754-5316457,1.02
2M06095819-6303075,1.97
2M06095847-5308349,1.65
2M06095918-6344414,1.0
2M06102567-6350236,1.01
2M06102582-5326305,1.13
2M06102701-5319127,1.0
2M06102729-6353548,1.0
2M06102799-6347515,1.0
2M06102993+2259524,1.0
2M06103375-6329368,1.0
2M06104119-6415099,1.0
2M06104267-7300470,1.01
2M06105095-6255069,1.0
2M06105742-6328225,1.0
2M06105839-5329035,1.0
2M06110671+1810591,1.03
2M06111206-5418108,1.01
2M06111586-5324393,1.04
2M06111606-5336191,1.08
2M06111637-7318390,1.5
2M06111741-5318502,1.0
2M06112016-6306499,1.0
2M06112138-6945369,1.0
2M06112423-6654505,1.0
2M06112426+3308250,1.78
2M06112571+7431407,1.16
2M06112823+1941591,1.43
2M06113083-5237475,1.0
2M06113364+1843249,1.34
2M06113546-5418045,1.01
2M06114292+2007365,1.0
2M06114480-5301562,1.0
2M06114847+2411319,1.0
2M06115167-6339338,1.0
2M06115477+2018250,1.0
2M06115599+3325505,1.61
2M06115613-0119249,1.0
2M06115638-5347143,1.31
2M06120051-6839167,1.05
2M06120504-5317464,1.01
2M06120672-5319242,1.0
2M06120821-6353114,1.02
2M06120960+2501425,1.01
2M06121146-6707206,1.04
2M06121230-6258379,1.0
2M06121247+3230309,1.0
2M06122489-6412162,1.0
2M06122901+3224041,1.5
2M06123035+7316449,1.12
2M06123434-6330016,1.0
2M06123834-0120020,1.33
2M06124031-6410432,1.0
2M06124140-6839106,1.02
2M06124332-5349156,1.0
2M06124507+7537492,1.37
2M06124961+2425362,1.0
2M06130095-6651250,1.0
2M06130161+7413402,1.44
2M06130181+1520035,1.0
2M06130381-5304030,1.48
2M06131082+1900333,1.58
2M06131153+1647119,1.0
2M06131919-0115196,1.36
2M06132100-0030068,1.0
2M06132123-0158185,1.72
2M06132183+4057302,1.02
2M06132452-0104004,1.07
2M06132556+1623100,1.0
2M06132625-6345399,1.52
2M06133035+3231528,1.08
2M06133167-5357291,1.24
2M06133719+3242058,1.0
2M06134503+3213435,1.14
2M06134576-5321486,1.0
2M06134849-7314305,1.1
2M06134893+1558464,1.36
2M06135017-0103407,1.0
2M06135201-0154242,1.0
2M06140147-5351325,1.13
2M06140235+2001397,1.05
2M06140619+2010109,1.41
2M06141220-7011560,1.23
2M06141313+4212323,1.95
2M06142364-6625320,1.01
2M06142559+3313468,1.01
2M06142863+3226538,1.0
2M06143169-0043009,1.0
2M06143172+1555290,1.9
2M06144174-6847362,1.02
2M06144176-7009431,1.0
2M06144199+1443295,1.48
2M06144283+1917061,1.2
2M06144761-5321123,1.02
2M06144915+3140191,1.0
2M06144959+4145136,1.34
2M06145231-0024541,1.3
2M06145312-6940369,1.0
2M06145710+1441396,1.22
2M06150136-6912267,1.48
2M06151120-6328233,1.17
2M06151404-8615089,1.0
2M06151824+4224535,1.04
2M06152288+4118462,1.22
2M06152540+1901459,1.23
2M06152744-6340593,1.0
2M06153009+7333318,1.0
2M06153300+4050383,1.07
2M06153947-6617322,1.01
2M06154231-7306013,1.5
2M06154410+3150096,1.0
2M06155089-0045122,1.5
2M06155468+4227533,1.43
2M06155846-0216324,1.0
2M06155982+3958486,1.1
2M06161520+3254110,1.08
2M06162503-0139265,1.44
2M06162734+3141498,1.0
2M06165139-0220052,1.76
2M06165172-6855216,1.0
2M06165189+4005399,1.28
2M06165595+3414299,1.0
2M06170256-7325312,1.0
2M06170431-6554390,1.0
2M06170520-0122177,1.0
2M06170629+1551018,1.0
2M06170649+3241078,1.0
2M06170938+1508443,1.55
2M06171475+4012101,1.04
2M06171599+0019388,1.0
2M06171890-0012568,1.0
2M06171904+4053158,1.4
2M06172325+0000514,1.0
2M06172437+4121153,1.02
2M06173301+1621090,1.0
2M06173373-0129577,1.0
2M06174091+3231156,1.85
2M06174673+4011191,1.04
2M06174790+7409561,1.0
2M06175119+3246127,1.0
2M06175696+4043358,1.06
2M06175747-0125281,1.0
2M06175851+4242089,1.04
2M06175983-0139397,1.0
2M06181249+4027459,1.56
2M06181256+3148140,1.0
2M06182220-6932228,1.0
2M06182369+1509311,1.18
2M06182633-7509591,1.0
2M06183063-7515385,1.0
2M06183156+1538239,1.42
2M06183417+1437581,1.0
2M06183589+3218154,1.25
2M06184079-7508202,1.0
2M06184844+3409542,1.0
2M06184995-0042094,1.9
2M06185652-0038402,1.0
2M06185816+4002167,1.01
2M06185855-7510208,1.0
2M06190185+1719308,1.0
2M06190302-0035144,1.0
2M06190377+3341255,1.0
2M06191193+1639451,1.0
2M06191975+3124586,1.25
2M06192130-0155535,1.0
2M06192148+3408281,1.29
2M06192191-6904333,1.01
2M06192209-6548497,1.0
2M06192619-0109234,1.36
2M06192745+1634304,1.0
2M06193609+1503395,1.17
2M06194325-0112254,1.0
2M06194544-6507345,1.02
2M06194863-0150024,1.0
2M06200026-0022431,1.4
2M06200629+3221530,1.0
2M06200704-0037219,1.02
2M06201627-0203167,1.64
2M06202305-0117436,1.41
2M06202673-7519157,1.0
2M06203175-0121598,1.46
2M06204889+1455305,1.42
2M06205561-7501204,1.0
2M06205780+1503105,1.0
2M06205811+1655496,1.0
2M06205936+1711094,1.41
2M06210286+7517311,1.38
2M06210470-0116461,1.0
2M06210623+1625433,1.0
2M06210726-7519273,1.0
2M06211317+1552441,1.0
2M06212323+1701485,1.02
2M06212572-6616020,54.29
2M06212623-8641253,1.0
2M06213351+3243263,1.0
2M06213640+3222390,1.0
2M06213997-7533220,1.0
2M06214045-7445438,1.01
2M06214549+3400594,1.0
2M06214714+4036458,1.7
2M06214829+3402119,1.16
2M06214977+4030554,1.02
2M06215296+1455598,1.02
2M06215322-7437076,1.12
2M06220414+4036585,1.01
2M06221157+4002357,1.62
2M06221685-0129374,1.0
2M06222544-6536339,380.0
2M06223245+3308277,1.9
2M06223390+1609403,1.03
2M06224658-0055229,1.0
2M06224923+3229072,1.08
2M06224962-0049591,1.25
2M06225969-8634318,1.0
2M06230170-7537582,1.0
2M06230915+1550322,1.0
2M06231332+1549321,1.57
2M06231805-7520449,1.04
2M06232317-7436118,1.0
2M06232412-7012405,1.0
2M06232711+4111043,1.02
2M06234289-7449369,1.0
2M06234513-7520169,1.0
2M06235116+3235160,1.43
2M06235588+3237184,1.04
2M06235655-7459435,1.01
2M06235799-7524041,1.0
2M06240387-7426288,1.14
2M06241346-7009409,1.5
2M06241595-7543252,1.16
2M06241759-6540343,1.01
2M06243113+4213097,1.04
2M06243877-7027002,1.5
2M06243977+4142233,1.04
2M06244020+4106205,1.07
2M06245192-6454383,1.63
2M06245549-8611048,1.0
2M06250137-6523030,1.18
2M06250684+4115053,1.39
2M06252003+4206343,1.04
2M06252427-6504043,370.0
2M06252584-6938536,1.64
2M06253654-7006184,1.5
2M06253938+4148110,1.04
2M06255674+4135361,1.09
2M06255972-7028157,1.5
2M06260826-6946593,1.03
2M06261824-7428354,1.0
2M06263120-7008164,1.03
2M06263184-7430007,1.0
2M06264443+7345296,1.28
2M06265222-7001477,1.03
2M06265270+0015328,1.01
2M06265292+0049320,1.24
2M06265810-8616127,1.0
2M06271032+1825135,1.15
2M06271129-6533130,1.01
2M06271935+4117069,1.47
2M06272601-7030136,1.5
2M06273988+0532372,1.0
2M06273998-7023226,1.0
2M06274455+7441491,1.45
2M06274637-6542245,1.01
2M06275044+7356144,1.0
2M06275178+1834478,1.0
2M06275550+7437541,1.12
2M06275861+1715271,1.72
2M06275957-6543330,1.0
2M06281300+0520420,1.0
2M06281396+0516201,1.42
2M06281422-7031092,1.47
2M06281631+1757006,1.0
2M06281676+0154456,1.05
2M06281846-7008537,1.0
2M06282197-6958003,1.03
2M06283062+0505458,1.0
2M06283776-6621280,1.02
2M06283931-6948029,1.5
2M06284218+7337111,1.41
2M06284273+3451528,1.7
2M06284363-7415599,1.0
2M06284636+0052563,1.04
2M06284923+1841249,1.73
2M06285236+0007407,1.65
2M06285580-8606013,1.58
2M06290113+0103185,1.09
2M06290421-7528151,1.0
2M06290446+0050236,1.0
2M06290473+1822283,1.02
2M06290874-7059574,1.03
2M06290917+0121281,1.94
2M06291740-7027269,1.0
2M06292525+7304085,1.0
2M06292595+1658413,1.0
2M06293397+1758208,1.0
2M06294648-6929264,1.07
2M06294986+1737269,1.01
2M06295025+1739189,1.0
2M06295239+7323105,1.01
2M06295493+0609186,1.0
2M06300468-7427224,1.0
2M06300537-7010573,1.73
2M06300571+0106151,1.0
2M06301493+3359223,1.03
2M06301885-7050206,1.03
2M06302055-7032060,1.03
2M06302363+1659333,1.78
2M06302748-0022213,1.0
2M06302922+0419566,1.55
2M06303051-7425247,1.0
2M06303635+0058316,1.07
2M06304367-6932495,1.0
2M06304374-6942564,1.47
2M06304734+0407260,1.0
2M06305243+0438596,1.0
2M06305541-7009492,1.51
2M06310004+1718364,1.59
2M06310219-7046443,1.0
2M06310305-7532245,1.0
2M06310594+0045131,1.0
2M06310786-7031197,1.03
2M06310802-7453435,1.0
2M06311208+1715576,1.76
2M06311300-7035059,1.0
2M06311683+0437259,1.35
2M06312809+3420076,1.16
2M06312886-6958006,1.05
2M06313710-7453291,1.49
2M06313917-7000175,1.5
2M06314054+0546089,1.0
2M06314387-7553047,1.0
